path,source_path,current_vocab,source_vocab,restored,conflicts,skipped_text_changed,status
books/NT/1corinthians/1Corinthians_01.md,books/NT/1corinthians/1Corinthians_01.md,4,14,12,0,0,RESTORED
books/NT/1corinthians/1Corinthians_02.md,books/NT/1corinthians/1Corinthians_02.md,4,26,26,0,0,RESTORED
books/NT/1corinthians/1Corinthians_03.md,books/NT/1corinthians/1Corinthians_03.md,4,30,30,0,0,RESTORED
books/NT/1corinthians/1Corinthians_04.md,books/NT/1corinthians/1Corinthians_04.md,4,34,34,0,0,RESTORED
books/NT/1corinthians/1Corinthians_05.md,books/NT/1corinthians/1Corinthians_05.md,4,28,28,0,0,RESTORED
books/NT/1corinthians/1Corinthians_06.md,books/NT/1corinthians/1Corinthians_06.md,4,36,36,0,0,RESTORED
books/NT/1corinthians/1Corinthians_07.md,books/NT/1corinthians/1Corinthians_07.md,5,30,30,0,0,RESTORED
books/NT/1corinthians/1Corinthians_08.md,books/NT/1corinthians/1Corinthians_08.md,4,28,28,0,0,RESTORED
books/NT/1corinthians/1Corinthians_09.md,books/NT/1corinthians/1Corinthians_09.md,4,36,36,0,0,RESTORED
books/NT/1corinthians/1Corinthians_10.md,books/NT/1corinthians/1Corinthians_10.md,4,34,34,0,0,RESTORED
books/NT/1corinthians/1Corinthians_11.md,books/NT/1corinthians/1Corinthians_11.md,4,24,23,1,0,RESTORED
books/NT/1corinthians/1Corinthians_12.md,books/NT/1corinthians/1Corinthians_12.md,4,21,21,0,0,RESTORED
books/NT/1corinthians/1Corinthians_13.md,books/NT/1corinthians/1Corinthians_13.md,4,9,8,1,0,RESTORED
books/NT/1corinthians/1Corinthians_14.md,books/NT/1corinthians/1Corinthians_14.md,5,34,34,0,0,RESTORED
books/NT/1corinthians/1Corinthians_15.md,books/NT/1corinthians/1Corinthians_15.md,5,36,35,0,0,RESTORED
books/NT/1corinthians/1Corinthians_16.md,books/NT/1corinthians/1Corinthians_16.md,4,36,36,0,0,RESTORED
books/NT/1john/1John_01.md,books/NT/1john/1John_01.md,4,20,20,0,0,RESTORED
books/NT/1john/1John_02.md,books/NT/1john/1John_02.md,4,24,24,0,0,RESTORED
books/NT/1john/1John_03.md,books/NT/1john/1John_03.md,4,13,9,0,0,RESTORED
books/NT/1john/1John_04.md,books/NT/1john/1John_04.md,4,16,15,0,0,RESTORED
books/NT/1john/1John_05.md,books/NT/1john/1John_05.md,4,17,16,0,0,RESTORED
books/NT/1peter/1Peter_01.md,books/NT/1peter/1Peter_01.md,4,26,26,0,0,RESTORED
books/NT/1peter/1Peter_02.md,books/NT/1peter/1Peter_02.md,4,11,10,0,0,RESTORED
books/NT/1peter/1Peter_03.md,books/NT/1peter/1Peter_03.md,4,15,13,0,0,RESTORED
books/NT/1peter/1Peter_04.md,books/NT/1peter/1Peter_04.md,4,31,29,2,0,RESTORED
books/NT/1peter/1Peter_05.md,books/NT/1peter/1Peter_05.md,4,24,24,0,0,RESTORED
books/NT/1thessalonians/1Thessalonians_01.md,books/NT/1thessalonians/1Thessalonians_01.md,4,18,18,0,0,RESTORED
books/NT/1thessalonians/1Thessalonians_02.md,books/NT/1thessalonians/1Thessalonians_02.md,4,20,20,0,0,RESTORED
books/NT/1thessalonians/1Thessalonians_03.md,books/NT/1thessalonians/1Thessalonians_03.md,4,20,20,0,0,RESTORED
books/NT/1thessalonians/1Thessalonians_04.md,books/NT/1thessalonians/1Thessalonians_04.md,4,20,20,0,0,RESTORED
books/NT/1thessalonians/1Thessalonians_05.md,books/NT/1thessalonians/1Thessalonians_05.md,4,22,22,0,0,RESTORED
books/NT/1timothy/1Timothy_01.md,books/NT/1timothy/1Timothy_01.md,4,20,20,0,0,RESTORED
books/NT/1timothy/1Timothy_02.md,books/NT/1timothy/1Timothy_02.md,4,20,20,0,0,RESTORED
books/NT/1timothy/1Timothy_03.md,books/NT/1timothy/1Timothy_03.md,4,20,20,0,0,RESTORED
books/NT/1timothy/1Timothy_04.md,books/NT/1timothy/1Timothy_04.md,4,20,20,0,0,RESTORED
books/NT/1timothy/1Timothy_05.md,books/NT/1timothy/1Timothy_05.md,4,22,21,0,0,RESTORED
books/NT/1timothy/1Timothy_06.md,books/NT/1timothy/1Timothy_06.md,4,20,20,0,0,RESTORED
books/NT/2corinthians/2Corinthians_01.md,books/NT/2corinthians/2Corinthians_01.md,4,16,16,0,0,RESTORED
books/NT/2corinthians/2Corinthians_02.md,books/NT/2corinthians/2Corinthians_02.md,4,7,6,0,0,RESTORED
books/NT/2corinthians/2Corinthians_03.md,books/NT/2corinthians/2Corinthians_03.md,4,16,16,0,0,RESTORED
books/NT/2corinthians/2Corinthians_04.md,books/NT/2corinthians/2Corinthians_04.md,4,18,18,0,0,RESTORED
books/NT/2corinthians/2Corinthians_05.md,books/NT/2corinthians/2Corinthians_05.md,4,20,20,0,0,RESTORED
books/NT/2corinthians/2Corinthians_06.md,books/NT/2corinthians/2Corinthians_06.md,4,10,9,0,0,RESTORED
books/NT/2corinthians/2Corinthians_07.md,books/NT/2corinthians/2Corinthians_07.md,4,20,20,0,0,RESTORED
books/NT/2corinthians/2Corinthians_08.md,books/NT/2corinthians/2Corinthians_08.md,4,20,20,0,0,RESTORED
books/NT/2corinthians/2Corinthians_09.md,books/NT/2corinthians/2Corinthians_09.md,4,20,20,0,0,RESTORED
books/NT/2corinthians/2Corinthians_10.md,books/NT/2corinthians/2Corinthians_10.md,4,20,20,0,0,RESTORED
books/NT/2corinthians/2Corinthians_11.md,books/NT/2corinthians/2Corinthians_11.md,4,18,18,0,0,RESTORED
books/NT/2corinthians/2Corinthians_12.md,books/NT/2corinthians/2Corinthians_12.md,4,20,20,0,0,RESTORED
books/NT/2corinthians/2Corinthians_13.md,books/NT/2corinthians/2Corinthians_13.md,4,15,14,0,0,RESTORED
