5:1|These are the descendants of Reuben, Israel’s firstborn. He was the firstborn, but when he defiled his father’s bed, his birthright was given to the sons of Joseph son of Israel. The genealogy was not to be reckoned by birthright.|Distinguish birth order, transferred rights, and genealogical reckoning without forcing the last clause’s subject.
5:2|Judah became strong among his brothers, and a ruler came from him, but the birthright belonged to Joseph.|Keep political leadership distinct from Joseph’s birthright.
5:3|Reuben, Israel’s firstborn, had these sons: Hanoch, Pallu, Hezron, and Carmi.|Retain the repeated firstborn designation and all four names.
5:4|Joel’s line continued through his son Shemaiah, then Gog, then Shimei,|Render successive his-son links as a descending line.
5:5|then Micah, Reaiah, Baal,|Continue the same generations across the verse break.
5:6|and Beerah, whom Tilgath-pilneser king of Assyria deported. Beerah was a leader of the Reubenites.|Name the deported leader clearly and retain Chronicles’ royal-name form.
5:7|His relatives, listed by clans in their genealogical records, included Jeiel the head, Zechariah,|Keep the clan register distinct from the direct line.
5:8|and Bela son of Azaz, son of Shema, son of Joel. Bela lived in Aroer, with his territory extending to Nebo and Baal-meon.|Make the named resident clear without losing ancestry or boundaries.
5:9|To the east he occupied land as far as the edge of the wilderness stretching from the Euphrates River, because their herds had grown numerous in Gilead.|Preserve the geographic reach and the reason for expansion.
5:10|In Saul’s days they made war on the Hagrites and defeated them. They settled in their tents throughout the region east of Gilead.|Keep war, displacement, and occupation in sequence.
5:11|The descendants of Gad lived beside them in Bashan, as far as Salecah.|Locate Gad relative to Reuben.
5:12|Joel was the head, Shapham second, with Janai and Shaphat in Bashan.|Retain named ranks without inventing a fuller hierarchy.
5:13|Their relatives by ancestral household were Michael, Meshullam, Sheba, Jorai, Jacan, Zia, and Eber—seven.|Preserve seven distinct household names.
5:14|They were descendants of Abihail son of Huri, son of Jaroah, son of Gilead, son of Michael, son of Jeshishai, son of Jahdo, son of Buz.|Keep every link in the ascending pedigree.
5:15|Ahi son of Abdiel, son of Guni, headed their ancestral household.|Identify Ahi’s leadership and both ancestors.
5:16|They lived in Gilead, in Bashan and its villages, and in all Sharon’s pasturelands out to their boundaries.|Retain all three settlement descriptions.
5:17|All of them were entered in genealogical records in the days of Jotham king of Judah and Jeroboam king of Israel.|Keep both royal reference points without harmonizing chronology.
5:18|The Reubenites, Gadites, and half-tribe of Manasseh had 44,760 capable fighting men, trained for war, who carried shield and sword and drew the bow.|Keep the exact total and distinct military skills.
5:19|They fought the Hagrites, Jetur, Naphish, and Nodab.|Retain all four opposing groups.
5:20|They received help against them, and the Hagrites and all their allies were handed over to them. They had cried out to God during the battle, and he answered because they trusted him.|Preserve the narrator’s explanation of the victory.
5:21|They captured the livestock: fifty thousand camels, two hundred fifty thousand sheep and goats, and two thousand donkeys. They also took a hundred thousand people captive.|Distinguish captive people from the livestock while preserving all counts.
5:22|Many fell slain, because the battle was from God. The victors lived in their place until the exile.|Keep the attribution of battle to God and the resulting deaths.
5:23|The people of the half-tribe of Manasseh lived in the land from Bashan to Baal-hermon, Senir, and Mount Hermon. They had become numerous.|Preserve the three northern place names and population growth.
5:24|Their ancestral household heads were Epher, Ishi, Eliel, Azriel, Jeremiah, Hodaviah, and Jahdiel—mighty warriors, men of renown, heads of their ancestral households.|Retain the repeated household designation and all seven leaders.
5:25|But they were unfaithful to the God of their ancestors. They went whoring after the gods of the peoples of the land whom God had destroyed before them.|Keep the religious infidelity image and the destruction of earlier peoples.
5:26|So the God of Israel stirred the spirit of Pul king of Assyria and the spirit of Tilgath-pilneser king of Assyria. He deported the Reubenites, Gadites, and half-tribe of Manasseh and brought them to Halah, Habor, Hara, and the river of Gozan, where they remain to this day.|Retain both royal designations and the narrator’s divine agency claim.
6:1|Levi’s sons were Gershon, Kohath, and Merari.|Retain the three foundational Levitical lines.
6:2|Kohath’s sons were Amram, Izhar, Hebron, and Uzziel.|Keep all four names in source order.
6:3|Amram’s children were Aaron, Moses, and Miriam. Aaron’s sons were Nadab, Abihu, Eleazar, and Ithamar.|Use children for the explicitly mixed sibling group and sons for Aaron’s male descendants.
6:4|Eleazar fathered Phinehas, and Phinehas fathered Abishua.|Keep successive fatherhood links explicit.
6:5|Abishua fathered Bukki, and Bukki fathered Uzzi.|Preserve the two-generation sequence.
6:6|Uzzi fathered Zerahiah, and Zerahiah fathered Meraioth.|Keep each father linked to his named son.
6:7|Meraioth fathered Amariah, and Amariah fathered Ahitub.|Retain the repeated fathered pattern through the pedigree.
6:8|Ahitub fathered Zadok, and Zadok fathered Ahimaaz.|Keep the priestly line’s two links.
6:9|Ahimaaz fathered Azariah, and Azariah fathered Johanan.|Preserve the sequence before the next Azariah.
6:10|Johanan fathered Azariah, who served as priest in the house Solomon built in Jerusalem.|Keep the second Azariah and his temple service.
6:11|Azariah fathered Amariah, and Amariah fathered Ahitub.|Retain repeated names rather than merging generations.
6:12|Ahitub fathered Zadok, and Zadok fathered Shallum.|Keep this Zadok’s place in the later line.
6:13|Shallum fathered Hilkiah, and Hilkiah fathered Azariah.|Preserve the Hilkiah-to-Azariah link.
6:14|Azariah fathered Seraiah, and Seraiah fathered Jehozadak.|Keep the final two fatherhood links before exile.
6:15|Jehozadak went into exile when the LORD deported Judah and Jerusalem through Nebuchadnezzar.|Preserve the LORD’s agency and the named human agent.
6:16|Levi’s sons were Gershom, Kohath, and Merari.|Retain Gershom here alongside Gershon in verse 1.
6:17|Gershom’s sons were named Libni and Shimei.|Keep both sons and the naming formula.
6:18|Kohath’s sons were Amram, Izhar, Hebron, and Uzziel.|Retain the deliberate repetition of the four branches.
6:19|Merari’s sons were Mahli and Mushi. These were the Levitical clans by their ancestry.|Close the clan introduction while keeping both sons.
6:20|Gershom’s line ran through Libni his son, then Jahath, then Zimmah,|Clarify that the list descends through successive generations.
6:21|then Joah, Iddo, Zerah, and Jeatherai.|Continue the descending line across the verse break.
6:22|Kohath’s line ran through Amminadab his son, then Korah, then Assir,|Keep Amminadab as written rather than harmonizing to Izhar.
6:23|then Elkanah, Ebiasaph, and Assir,|Retain the second Assir in this sequence.
6:24|then Tahath, Uriel, Uzziah, and Shaul.|Complete the descending sequence without dropping names.
6:25|Elkanah’s sons were Amasai and Ahimoth.|Keep the two sons as a separate branching notice.
6:26|Elkanah: the descendants of Elkanah continued through Zophai his son, then Nahath,|Retain the difficult repeated Elkanah with the read descendants form; explain uncertainty in a note.
6:27|then Eliab, Jeroham, and Elkanah.|Preserve these forms rather than harmonizing with verses 34–35.
6:28|Samuel’s sons were Vashni the firstborn, and Abijah.|Retain the difficult pinned wording rather than silently supplying Joel.
6:29|Merari’s line ran through Mahli, then Libni his son, Shimei, and Uzzah,|Preserve the descending sequence from Merari through Mahli.
6:30|then Shimea, Haggiah, and Asaiah.|Complete Merari’s line in the stated order.
6:31|These are the men David put in charge of song in the LORD’s house after the ark came to rest.|Link the musicians’ appointment with the resting ark.
6:32|They served with song before the tabernacle, the tent of meeting, until Solomon built the LORD’s house in Jerusalem. They carried out their service according to their assigned order.|Keep the transition from tent to temple and ordered service.
6:33|These are the men who served, together with their sons. From the Kohathites: Heman the singer, son of Joel, son of Samuel,|Introduce the singer’s ascending pedigree without confusing it with earlier descending lists.
6:34|son of Elkanah, son of Jeroham, son of Eliel, son of Toah,|Preserve Eliel and Toah as this record gives them.
6:35|son of Zuph, son of Elkanah, son of Mahath, son of Amasai,|Follow the read Zuph and retain all four links.
6:36|son of Elkanah, son of Joel, son of Azariah, son of Zephaniah,|Preserve the repeated Elkanah and Joel in the longer pedigree.
6:37|son of Tahath, son of Assir, son of Ebiasaph, son of Korah,|Keep each link leading back to Korah.
6:38|son of Izhar, son of Kohath, son of Levi, son of Israel.|Complete Heman’s ancestry to Israel.
6:39|His fellow musician Asaph stood at his right. Asaph was the son of Berechiah, son of Shimea,|Render brother as a fellow Levite here, not a claim that Heman and Asaph share a father.
6:40|son of Michael, son of Baaseiah, son of Malchijah,|Keep Asaph’s three successive ancestors.
6:41|son of Ethni, son of Zerah, son of Adaiah,|Continue the pedigree in source order.
6:42|son of Ethan, son of Zimmah, son of Shimei,|Preserve this Ethan as a distinct ancestor in Asaph’s line.
6:43|son of Jahath, son of Gershom, son of Levi.|Complete Asaph’s Gershomite ancestry.
6:44|Their fellow Levites, the Merarites, stood at the left: Ethan son of Kishi, son of Abdi, son of Malluch,|Make the left-hand group and its singer clear.
6:45|son of Hashabiah, son of Amaziah, son of Hilkiah,|Keep Ethan’s three ancestry links.
6:46|son of Amzi, son of Bani, son of Shemer,|Retain the names without importing parallel forms.
6:47|son of Mahli, son of Mushi, son of Merari, son of Levi.|Preserve the Mahli–Mushi relationship as this pedigree states it.
6:48|Their fellow Levites were assigned all the other work of the tabernacle, the house of God.|Distinguish the broader Levitical service from the singers’ work.
