1:1|Paul, a slave of Christ Jesus, called to be an apostle and set apart for God's good news—|Preserves Paul's name, unsoftened slave status, Christ's ownership, calling, apostolic role, separation, and divine gospel.
1:2|the good news God promised beforehand through his prophets in the holy Scriptures—|Keeps the antecedent, divine promise, prior timing, prophetic mediation, and holy writings.
1:3|concerning his Son, who in terms of human descent came from David's offspring,|Preserves divine sonship, bodily/human sphere, Davidic lineage, and birth.
1:4|and who in terms of the Spirit of holiness was appointed Son of God in power by resurrection from the dead: Jesus Christ our Lord.|Keeps the parallel spheres, difficult “Spirit of holiness,” powerful appointment, resurrection, full name, and lordship.
1:5|Through him we received grace and apostleship to bring about the obedience of faith among all the Gentiles for the sake of his name,|Preserves mediation, gifts, debated faith-obedience relation, universal Gentile scope, and name-centered purpose.
1:6|including you, who are also called to belong to Jesus Christ.|Keeps Roman addressees inside the nations and their calling/possession relation.
1:7|To all in Rome who are loved by God and called to be holy ones: Grace and peace to you from God our Father and the Lord Jesus Christ.|Preserves location, divine love, vocation, saint terminology, greeting, Father, and Christ.
1:8|First, I thank my God through Jesus Christ for all of you, because your faith is being proclaimed throughout the whole world.|Keeps priority, thanksgiving, mediation, all addressees, faith, and sweeping reputation.
1:9|God, whom I serve in my spirit by proclaiming the good news of his Son, is my witness that I remember you constantly,|Preserves divine witness, inward service, gospel content, and unceasing remembrance.
1:10|always asking in my prayers that somehow, at last, by God's will the way may be opened for me to come to you.|Keeps prayer frequency, uncertainty, long delay, divine will, successful journey, and destination.
1:11|For I long to see you so that I may share some spiritual gift with you to strengthen you—|Preserves desire, personal meeting, gift, sharing, and strengthening purpose.
1:12|that is, so that we may be mutually encouraged among you through one another's faith, both yours and mine.|Keeps Paul's self-correction toward reciprocity, mutual faith, and encouragement.
1:13|I do not want you to be unaware, brothers and sisters, that I often planned to come to you—but have been prevented until now—so that I might have some fruit among you as I have among the rest of the Gentiles.|Preserves disclosure formula, inclusive kinship, repeated plans, hindrance, mission fruit, and Gentile identity.
1:14|I am indebted both to Greeks and to non-Greeks, both to the wise and to the foolish.|Keeps Paul's obligation and both paired social/cultural contrasts without a demeaning ethnic label.
1:15|That is why I am eager to proclaim the good news also to you who are in Rome.|Preserves inference, eagerness, gospel action, addressees, and city.
1:16|For I am not ashamed of the good news, because it is God's power for salvation to everyone who believes—to the Jewish person first and also to the Greek.|Keeps lack of shame, causal divine power, salvation, universal believing, order, and both populations.
1:17|For in it God's righteousness is revealed from faith to faith, as it is written: “The righteous person will live by faith.”|Preserves repeated revelation, difficult phrase rather than over-resolving it, scriptural citation, righteousness, life, and faith.
1:18|For God's wrath is revealed from heaven against every form of human ungodliness and injustice by which people suppress the truth through injustice.|Keeps divine wrath, heavenly origin, comprehensive evils, human agency, truth, and suppression.
1:19|This is because what can be known about God is evident among them, since God made it evident to them.|Preserves causal logic, accessible divine knowledge, manifestation, and God as agent.
1:20|For ever since the creation of the world, God's invisible qualities—his eternal power and divine nature—have been clearly seen, being understood from what he has made. So they are without excuse.|Keeps time span, paradox of visible invisibles, two attributes, creation, comprehension, and accountability.
1:21|Though they knew God, they did not glorify him as God or give thanks. Instead, their reasoning became futile, and their senseless heart was darkened.|Preserves knowledge, two failures, futility, heart singular, and darkness.
1:22|Claiming to be wise, they became fools|Keeps claim/result reversal and concise force.
1:23|and exchanged the glory of the immortal God for images resembling mortal humanity, birds, four-footed animals, and reptiles.|Preserves exchange, glory, immortality/mortality contrast, images, and all creature classes.
1:24|Therefore God handed them over, in the desires of their hearts, to impurity, so that their bodies were dishonored among them.|Keeps inference, divine handing-over, inward desires, impurity, bodies, and mutual dishonor.
1:25|They exchanged the truth of God for the lie and revered and served the creation instead of the Creator, who is blessed forever. Amen.|Preserves second exchange, singular lie, worship/service, creation/Creator contrast, doxology, and amen.
1:26|For this reason God handed them over to dishonorable passions. Their females exchanged natural sexual relations for those contrary to nature.|Preserves causal handover, passions, source-specific female term, exchange, and Paul's natural/contrary evaluation without added commentary.
1:27|Likewise, the males abandoned natural sexual relations with females and burned in their desire for one another. Males committed shameless acts with males and received in themselves the consequence their error required.|Keeps parallel structure, source-specific sex terms, mutual desire, conduct, shame language, and internal consequence without embellishment.
1:28|And because they did not consider God worth retaining in their knowledge, God handed them over to an unfit mind to do what is not fitting.|Preserves wordplay around approval/unapproved, knowledge, divine handover, mind, and improper action.
1:29|They were filled with every kind of injustice, wickedness, greed, and malice; full of envy, murder, strife, deceit, and spite; they became whisperers,|Keeps fullness, all listed vices, and the verse's continuing catalogue.
1:30|slanderers, God-haters, insolent, arrogant, boastful, inventors of evil, disobedient to parents,|Preserves every descriptor and the list's rhythmic accumulation.
1:31|without understanding, untrustworthy, without natural affection, and without mercy.|Keeps all four privative descriptors and relational force.
1:32|Although they know God's righteous decree that those who practice such things deserve death, they not only do them but also approve of those who practice them.|Preserves knowledge, divine judgment, habitual action, death, doing, and approving others.
2:1|Therefore you are without excuse, whoever you are who judges. For in judging someone else, you condemn yourself, because you who judge practice the same things.|Keeps direct singular address, inference, judicial wordplay, self-condemnation, and identical conduct.
2:2|We know that God's judgment rightly falls on those who practice such things.|Preserves shared knowledge, divine judgment, truth standard, and habitual practice.
2:3|Do you suppose, you who judge those who practice such things while doing them yourself, that you will escape God's judgment?|Keeps pointed singular question, hypocrisy, practice, and attempted escape.
2:4|Or do you despise the riches of his kindness, restraint, and patience, not realizing that God's kindness is leading you to repentance?|Preserves three divine qualities, contempt question, ignorance, kindness, movement, and repentance.
2:5|But because of your hardness and unrepentant heart, you are storing up wrath for yourself on the day of wrath, when God's righteous judgment is revealed.|Keeps causal hardness, singular heart, treasury metaphor, two wraths, day, revelation, and justice.
2:6|He will repay each person according to their works:|Preserves divine retribution, individuality, and deeds criterion.
2:7|eternal life to those who, by perseverance in doing good, seek glory, honor, and immortality;|Keeps outcome, persistence, good action, and three sought goods.
2:8|but wrath and fury for those who are self-seeking, disobey the truth, and obey injustice.|Preserves adversative group, selfish rivalry, two contrasted obediences, and twin judgments.
2:9|There will be affliction and distress for every human being who does evil—for the Jewish person first and also for the Greek—|Keeps two sufferings, universal person, evil action, order, and populations.
2:10|but glory, honor, and peace for everyone who does good—for the Jewish person first and also for the Greek.|Preserves mirrored positive list, universal good-doer, order, and populations.
2:11|For God shows no partiality.|Keeps concise causal denial of favoritism.
2:12|All who sinned without the Law will also perish without the Law, and all who sinned under the Law will be judged by the Law.|Preserves two groups, sin, corresponding standards, perishing, and judgment.
2:13|For it is not the hearers of the Law who are righteous before God, but the doers of the Law who will be declared righteous.|Keeps hearing/doing contrast, divine presence, and future justification language.
2:14|For whenever Gentiles who do not have the Law do instinctively what the Law requires, these people, though not having the Law, are a law to themselves.|Preserves Gentile identity, absence of Torah, nature/instinct, actual doing, and reflexive law relation.
2:15|They show that the work required by the Law is written on their hearts, while their conscience bears witness and their competing thoughts accuse or even defend them.|Keeps internal inscription, heart, conscience, testimony, thoughts, accusation, and defense.
2:16|This will be evident on the day when, according to my good news, God judges people's secrets through Christ Jesus.|Supplies the implied temporal connection while preserving day, gospel, divine judgment, secrets, and mediation.
2:17|But if you call yourself Jewish, rely on the Law, boast in God,|Keeps conditional direct address, identity, reliance, Law, and boasting.
2:18|know his will, and approve what is excellent because you are instructed from the Law;|Preserves knowledge, discernment, source of formation, and continuing syntax.
